,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
93,2022-05-27,275.81679041399525,230.23153714916032,306.5266394701454,275.81679041399525,275.81679041399525,-5.745592871245503,-5.745592871245503,-5.745592871245503,-5.745592871245503,-5.745592871245503,-5.745592871245503,0.0,0.0,0.0,270.07119754274976
94,2022-05-31,274.34699477343486,232.17901412272926,307.6004675666428,274.34699477343486,274.34699477343486,-4.373080797678288,-4.373080797678288,-4.373080797678288,-4.373080797678288,-4.373080797678288,-4.373080797678288,0.0,0.0,0.0,269.97391397575655
95,2022-06-01,273.97954586329473,235.28374343081396,311.04812012561007,273.97954586329473,273.97954586329473,-3.540678486622553,-3.540678486622553,-3.540678486622553,-3.540678486622553,-3.540678486622553,-3.540678486622553,0.0,0.0,0.0,270.4388673766722
96,2022-06-02,273.61209695315466,234.84274618863117,306.3854620042818,273.61209695315466,273.61209695315466,-4.219611184191524,-4.219611184191524,-4.219611184191524,-4.219611184191524,-4.219611184191524,-4.219611184191524,0.0,0.0,0.0,269.3924857689631
97,2022-06-03,273.4027905644393,230.3150320279752,303.09404340466654,273.4027905644393,273.4027905644393,-5.745592871278044,-5.745592871278044,-5.745592871278044,-5.745592871278044,-5.745592871278044,-5.745592871278044,0.0,0.0,0.0,267.6571976931612
98,2022-06-06,272.77487139829293,234.6987970805248,306.93429408497474,272.77487139829293,272.77487139829293,-1.3388239440313037,-1.3388239440313037,-1.3388239440313037,-1.3388239440313037,-1.3388239440313037,-1.3388239440313037,0.0,0.0,0.0,271.43604745426165
99,2022-06-07,272.5655650095775,230.6322481269473,304.9272640656235,272.5655650095775,272.5655650095775,-4.373080797674009,-4.373080797674009,-4.373080797674009,-4.373080797674009,-4.373080797674009,-4.373080797674009,0.0,0.0,0.0,268.1924842119035
100,2022-06-08,272.35625862086204,232.06423980029183,305.5440476009119,272.35625862086204,272.35625862086204,-3.540678486631526,-3.540678486631526,-3.540678486631526,-3.540678486631526,-3.540678486631526,-3.540678486631526,0.0,0.0,0.0,268.8155801342305
101,2022-06-09,272.1469522321466,232.5398210467955,304.7763465553548,272.1469522321466,272.1469522321466,-4.219611184194138,-4.219611184194138,-4.219611184194138,-4.219611184194138,-4.219611184194138,-4.219611184194138,0.0,0.0,0.0,267.92734104795244
102,2022-06-10,271.9376458434312,228.8503755794873,303.9038152093334,271.9376458434312,271.9376458434312,-5.7455928712679185,-5.7455928712679185,-5.7455928712679185,-5.7455928712679185,-5.7455928712679185,-5.7455928712679185,0.0,0.0,0.0,266.19205297216325
103,2022-06-13,271.30972667728486,232.07338950321497,307.3407596149678,271.30972667728486,271.30972667728486,-1.338823944041802,-1.338823944041802,-1.338823944041802,-1.338823944041802,-1.338823944041802,-1.338823944041802,0.0,0.0,0.0,269.97090273324307
104,2022-06-14,271.1004202885694,229.28211238271564,302.53524795543376,271.1004202885694,271.1004202885694,-4.3730807976906,-4.3730807976906,-4.3730807976906,-4.3730807976906,-4.3730807976906,-4.3730807976906,0.0,0.0,0.0,266.7273394908788
105,2022-06-15,271.09679248823755,229.71179918956332,306.52307099972563,271.09679248823755,271.09679248823755,-3.5406784866258976,-3.5406784866258976,-3.5406784866258976,-3.5406784866258976,-3.5406784866258976,-3.5406784866258976,0.0,0.0,0.0,267.55611400161166
106,2022-06-16,271.0931646879057,229.44801019168926,301.3017549426531,271.0931646879057,271.0931646879057,-4.219611184196751,-4.219611184196751,-4.219611184196751,-4.219611184196751,-4.219611184196751,-4.219611184196751,0.0,0.0,0.0,266.87355350370893
107,2022-06-17,271.08953688757384,226.05541890100787,299.9874687915649,271.08953688757384,271.08953688757384,-5.745592871263295,-5.745592871263295,-5.745592871263295,-5.745592871263295,-5.745592871263295,-5.745592871263295,0.0,0.0,0.0,265.34394401631056
108,2022-06-21,271.0750256862463,229.22404877934068,301.09953715494413,271.0750256862463,271.0750256862463,-4.373080797675691,-4.373080797675691,-4.373080797675691,-4.373080797675691,-4.373080797675691,-4.373080797675691,0.0,0.0,0.0,266.7019448885706
109,2022-06-22,271.07139788591445,230.14848048794957,304.81750247687836,271.07139788591445,271.07139788591445,-3.540678486634815,-3.540678486634815,-3.540678486634815,-3.540678486634815,-3.540678486634815,-3.540678486634815,0.0,0.0,0.0,267.53071939927963
110,2022-06-23,271.06777008558254,227.7748415993524,301.9557143386393,271.06777008558254,271.06777008558254,-4.21961118420189,-4.21961118420189,-4.21961118420189,-4.21961118420189,-4.21961118420189,-4.21961118420189,0.0,0.0,0.0,266.84815890138066
111,2022-06-24,271.0641422852507,226.70526987065548,304.04794940491826,271.0641422852507,271.0641422852507,-5.745592871255921,-5.745592871255921,-5.745592871255921,-5.745592871255921,-5.745592871255921,-5.745592871255921,0.0,0.0,0.0,265.3185494139948
112,2022-06-27,271.053258884255,233.9418752101357,309.87348545070967,271.053258884255,271.053258884255,-1.3388239440627983,-1.3388239440627983,-1.3388239440627983,-1.3388239440627983,-1.3388239440627983,-1.3388239440627983,0.0,0.0,0.0,269.7144349401922
113,2022-06-28,271.1388659746026,228.33085813757077,303.5748771447709,271.1388659746026,271.1388659746026,-4.37308079768204,-4.37308079768204,-4.37308079768204,-4.37308079768204,-4.37308079768204,-4.37308079768204,0.0,0.0,0.0,266.76578517692053
114,2022-06-29,271.2244730649502,233.64225068310688,302.87139512210496,271.2244730649502,271.2244730649502,-3.540678486629186,-3.540678486629186,-3.540678486629186,-3.540678486629186,-3.540678486629186,-3.540678486629186,0.0,0.0,0.0,267.683794578321
115,2022-06-30,271.3100801552978,229.2412014503737,304.52939423121387,271.3100801552978,271.3100801552978,-4.219611184186944,-4.219611184186944,-4.219611184186944,-4.219611184186944,-4.219611184186944,-4.219611184186944,0.0,0.0,0.0,267.09046897111085
116,2022-07-01,271.3956872456453,227.29979251988914,302.8749643057345,271.3956872456453,271.3956872456453,-5.7455928712485465,-5.7455928712485465,-5.7455928712485465,-5.7455928712485465,-5.7455928712485465,-5.7455928712485465,0.0,0.0,0.0,265.65009437439676
117,2022-07-05,271.73811560703564,229.0263048495506,303.121303590476,271.73811560703564,271.73811560703564,-4.373080797677762,-4.373080797677762,-4.373080797677762,-4.373080797677762,-4.373080797677762,-4.373080797677762,0.0,0.0,0.0,267.3650348093579
118,2022-07-06,271.82372269738323,229.2553370105189,305.98588429417754,271.82372269738323,271.82372269738323,-3.5406784866235568,-3.5406784866235568,-3.5406784866235568,-3.5406784866235568,-3.5406784866235568,-3.5406784866235568,0.0,0.0,0.0,268.28304421075967
119,2022-07-07,271.9093297877308,230.16681853676798,302.73634079702157,271.9093297877308,271.9093297877308,-4.219611184192083,-4.219611184192083,-4.219611184192083,-4.219611184192083,-4.219611184192083,-4.219611184192083,0.0,0.0,0.0,267.6897186035387
120,2022-07-08,271.9949368780784,228.46679543635418,301.02369118035847,271.9949368780784,271.9949368780784,-5.745592871241173,-5.745592871241173,-5.745592871241173,-5.745592871241173,-5.745592871241173,-5.745592871241173,0.0,0.0,0.0,266.24934400683725
121,2022-07-11,272.251758072783,235.18463062771286,307.83935152900307,272.251758072783,272.251758072783,-1.338823944028984,-1.338823944028984,-1.338823944028984,-1.338823944028984,-1.338823944028984,-1.338823944028984,0.0,0.0,0.0,270.912934128754
122,2022-07-12,272.33736513768446,229.32555419579006,303.75699682486277,272.33736513768446,272.33736513768446,-4.373080797673483,-4.373080797673483,-4.373080797673483,-4.373080797673483,-4.373080797673483,-4.373080797673483,0.0,0.0,0.0,267.964284340011
123,2022-07-13,272.422972202586,234.6118939059722,307.4682067175257,272.422972202586,272.422972202586,-3.5406784866325296,-3.5406784866325296,-3.5406784866325296,-3.5406784866325296,-3.5406784866325296,-3.5406784866325296,0.0,0.0,0.0,268.88229371595344
124,2022-07-14,272.50857926748756,230.98350341947256,305.2067229476801,272.50857926748756,272.50857926748756,-4.21961118419217,-4.21961118419217,-4.21961118419217,-4.21961118419217,-4.21961118419217,-4.21961118419217,0.0,0.0,0.0,268.2889680832954
125,2022-07-15,272.5941863323891,231.21245471901034,305.97796808630824,272.5941863323891,272.5941863323891,-5.745592871236547,-5.745592871236547,-5.745592871236547,-5.745592871236547,-5.745592871236547,-5.745592871236547,0.0,0.0,0.0,266.8485934611525
126,2022-07-18,272.85100752709366,232.59222946845622,309.006558850787,272.85100752709366,272.85100752709366,-1.3388239440276293,-1.3388239440276293,-1.3388239440276293,-1.3388239440276293,-1.3388239440276293,-1.3388239440276293,0.0,0.0,0.0,271.512183583066
127,2022-07-19,272.9366145919952,229.0619223538825,305.30153330627815,272.9366145919952,272.9366145919952,-4.373080797679444,-4.373080797679444,-4.373080797679444,-4.373080797679444,-4.373080797679444,-4.373080797679444,0.0,0.0,0.0,268.56353379431573
128,2022-07-20,273.0222216568967,233.27300605380321,306.5291022863287,273.0222216568967,273.0222216568967,-3.5406784866269008,-3.5406784866269008,-3.5406784866269008,-3.5406784866269008,-3.5406784866269008,-3.5406784866269008,0.0,0.0,0.0,269.4815431702698
129,2022-07-21,273.10782872148616,232.93384908939336,306.6512866244641,273.10782872148616,273.10782872148616,-4.2196111841973085,-4.2196111841973085,-4.2196111841973085,-4.2196111841973085,-4.2196111841973085,-4.2196111841973085,0.0,0.0,0.0,268.8882175372888
130,2022-07-22,273.1934357860756,230.53203746965042,304.54800246545364,273.1934357860756,273.1934357860756,-5.74559287126634,-5.74559287126634,-5.74559287126634,-5.74559287126634,-5.74559287126634,-5.74559287126634,0.0,0.0,0.0,267.44784291480926
131,2022-07-25,273.450256979844,234.72424111877677,307.36359700959764,273.450256979844,273.450256979844,-1.3388239440499805,-1.3388239440499805,-1.3388239440499805,-1.3388239440499805,-1.3388239440499805,-1.3388239440499805,0.0,0.0,0.0,272.11143303579405
132,2022-07-26,273.53586404443354,229.76997240710426,305.35504653146415,273.53586404443354,273.53586404443354,-4.373080797675164,-4.373080797675164,-4.373080797675164,-4.373080797675164,-4.373080797675164,-4.373080797675164,0.0,0.0,0.0,269.16278324675835
133,2022-07-27,273.621471109023,231.67687946990029,307.902181953618,273.621471109023,273.621471109023,-3.5406784866285177,-3.5406784866285177,-3.5406784866285177,-3.5406784866285177,-3.5406784866285177,-3.5406784866285177,0.0,0.0,0.0,270.0807926223945
134,2022-07-28,273.70707817361244,230.90485581390948,307.82089876652805,273.70707817361244,273.70707817361244,-4.219611184202448,-4.219611184202448,-4.219611184202448,-4.219611184202448,-4.219611184202448,-4.219611184202448,0.0,0.0,0.0,269.48746698941
135,2022-07-29,273.7926852382019,230.1323282362045,306.66295538496445,273.7926852382019,273.7926852382019,-5.745592871261715,-5.745592871261715,-5.745592871261715,-5.745592871261715,-5.745592871261715,-5.745592871261715,0.0,0.0,0.0,268.0470923669402
136,2022-08-01,274.0495064319703,235.99400897882404,310.6446143723923,274.0495064319703,274.0495064319703,-1.3388239440486251,-1.3388239440486251,-1.3388239440486251,-1.3388239440486251,-1.3388239440486251,-1.3388239440486251,0.0,0.0,0.0,272.7106824879217
137,2022-08-02,274.1351135010196,230.04544437764127,303.9239699878001,274.1351135010196,274.1351135010196,-4.373080797670886,-4.373080797670886,-4.373080797670886,-4.373080797670886,-4.373080797670886,-4.373080797670886,0.0,0.0,0.0,269.7620327033487
138,2022-08-03,274.2207205700689,234.0685053810478,307.9301730554086,274.2207205700689,274.2207205700689,-3.540678486622889,-3.540678486622889,-3.540678486622889,-3.540678486622889,-3.540678486622889,-3.540678486622889,0.0,0.0,0.0,270.68004208344604
139,2022-08-04,274.30632763911825,236.70870650123933,307.1933828552243,274.30632763911825,274.30632763911825,-4.219611184202536,-4.219611184202536,-4.219611184202536,-4.219611184202536,-4.219611184202536,-4.219611184202536,0.0,0.0,0.0,270.0867164549157
140,2022-08-05,274.3919347081676,232.6853221251337,304.88231096908277,274.3919347081676,274.3919347081676,-5.745592871248841,-5.745592871248841,-5.745592871248841,-5.745592871248841,-5.745592871248841,-5.745592871248841,0.0,0.0,0.0,268.64634183691874
141,2022-08-08,274.6487559153155,235.92416198480964,313.1396135427439,274.6487559153155,274.6487559153155,-1.33882394404727,-1.33882394404727,-1.33882394404727,-1.33882394404727,-1.33882394404727,-1.33882394404727,0.0,0.0,0.0,273.30993197126827
142,2022-08-09,274.73436298436485,232.37176733625566,307.08537180431864,274.73436298436485,274.73436298436485,-4.373080797677236,-4.373080797677236,-4.373080797677236,-4.373080797677236,-4.373080797677236,-4.373080797677236,0.0,0.0,0.0,270.3612821866876
143,2022-08-10,274.8199700534141,234.17111782932093,305.524466142989,274.8199700534141,274.8199700534141,-3.540678486624561,-3.540678486624561,-3.540678486624561,-3.540678486624561,-3.540678486624561,-3.540678486624561,0.0,0.0,0.0,271.27929156678954
144,2022-08-11,274.90557712246346,233.60799667723077,304.1911173611784,274.90557712246346,274.90557712246346,-4.219611184207676,-4.219611184207676,-4.219611184207676,-4.219611184207676,-4.219611184207676,-4.219611184207676,0.0,0.0,0.0,270.6859659382558
145,2022-08-12,274.9911841045646,231.11988941243789,304.5360287345837,274.9911841045646,274.9911841045646,-5.745592871281382,-5.745592871281382,-5.745592871281382,-5.745592871281382,-5.745592871281382,-5.745592871281382,0.0,0.0,0.0,269.2455912332832
146,2022-08-15,275.2480050508681,234.49485665535528,310.07155594633974,275.2480050508681,275.2480050508681,-1.3388239440696212,-1.3388239440696212,-1.3388239440696212,-1.3388239440696212,-1.3388239440696212,-1.3388239440696212,0.0,0.0,0.0,273.9091811067984
147,2022-08-16,275.33361203296926,234.23113296409034,308.2003105191032,275.33361203296926,275.33361203296926,-4.373080797662327,-4.373080797662327,-4.373080797662327,-4.373080797662327,-4.373080797662327,-4.373080797662327,0.0,0.0,0.0,270.9605312353069
148,2022-08-17,275.4192190150704,235.25644766719364,306.4496547728596,275.4192190150704,275.4192190150704,-3.5406784866262333,-3.5406784866262333,-3.5406784866262333,-3.5406784866262333,-3.5406784866262333,-3.5406784866262333,0.0,0.0,0.0,271.87854052844415
149,2022-08-18,275.50482599717157,231.8806542966285,306.5434140959809,275.50482599717157,275.50482599717157,-4.219611184192729,-4.219611184192729,-4.219611184192729,-4.219611184192729,-4.219611184192729,-4.219611184192729,0.0,0.0,0.0,271.28521481297884
150,2022-08-19,275.5904329792727,234.6720116840589,307.1024878504795,275.5904329792727,275.5904329792727,-5.745592871274008,-5.745592871274008,-5.745592871274008,-5.745592871274008,-5.745592871274008,-5.745592871274008,0.0,0.0,0.0,269.84484010799866
151,2022-08-22,275.8472539255762,236.5248028391041,311.3088991503997,275.8472539255762,275.8472539255762,-1.3388239440253087,-1.3388239440253087,-1.3388239440253087,-1.3388239440253087,-1.3388239440253087,-1.3388239440253087,0.0,0.0,0.0,274.5084299815509
152,2022-08-23,275.93286090767737,235.0586975608323,310.0939491892668,275.93286090767737,275.93286090767737,-4.373080797678917,-4.373080797678917,-4.373080797678917,-4.373080797678917,-4.373080797678917,-4.373080797678917,0.0,0.0,0.0,271.5597801099984
153,2022-08-24,275.8106594780525,235.10702922597972,308.84214197828845,275.8106594780525,275.8106594780525,-3.540678486627905,-3.540678486627905,-3.540678486627905,-3.540678486627905,-3.540678486627905,-3.540678486627905,0.0,0.0,0.0,272.26998099142463
154,2022-08-25,275.6884580484276,232.5864226711337,307.45973817023196,275.6884580484276,275.6884580484276,-4.219611184197868,-4.219611184197868,-4.219611184197868,-4.219611184197868,-4.219611184197868,-4.219611184197868,0.0,0.0,0.0,271.46884686422976
155,2022-08-26,275.56625661880275,232.59730995654579,305.7936105163225,275.56625661880275,275.56625661880275,-5.745592871269382,-5.745592871269382,-5.745592871269382,-5.745592871269382,-5.745592871269382,-5.745592871269382,0.0,0.0,0.0,269.8206637475334
156,2022-08-29,275.1996523299282,233.70736663283128,309.4217190173698,275.1996523299282,275.1996523299282,-1.3388239440476608,-1.3388239440476608,-1.3388239440476608,-1.3388239440476608,-1.3388239440476608,-1.3388239440476608,0.0,0.0,0.0,273.86082838588055
157,2022-08-30,275.0774509003033,235.70605146382587,305.18410354764677,275.0774509003033,275.0774509003033,-4.373080797674639,-4.373080797674639,-4.373080797674639,-4.373080797674639,-4.373080797674639,-4.373080797674639,0.0,0.0,0.0,270.7043701026287
158,2022-08-31,274.95524947067844,238.1687317822018,310.7327479379517,274.95524947067844,274.95524947067844,-3.5406784866222765,-3.5406784866222765,-3.5406784866222765,-3.5406784866222765,-3.5406784866222765,-3.5406784866222765,0.0,0.0,0.0,271.4145709840562
159,2022-09-01,274.8330480410536,233.12636971320381,307.75007515390246,274.8330480410536,274.8330480410536,-4.219611184197957,-4.219611184197957,-4.219611184197957,-4.219611184197957,-4.219611184197957,-4.219611184197957,0.0,0.0,0.0,270.6134368568556
160,2022-09-02,274.71084661142874,231.83050766196178,304.7343544310926,274.71084661142874,274.71084661142874,-5.745592871264759,-5.745592871264759,-5.745592871264759,-5.745592871264759,-5.745592871264759,-5.745592871264759,0.0,0.0,0.0,268.965253740164
161,2022-09-06,272.97260450739503,233.73022054261332,305.3213662003649,272.97260450739503,272.97260450739503,-4.3730807976809905,-4.3730807976809905,-4.3730807976809905,-4.3730807976809905,-4.3730807976809905,-4.3730807976809905,0.0,0.0,0.0,268.59952370971405
162,2022-09-07,272.5380439813866,230.98195295108437,304.40493348809434,272.5380439813866,272.5380439813866,-3.5406784866312484,-3.5406784866312484,-3.5406784866312484,-3.5406784866312484,-3.5406784866312484,-3.5406784866312484,0.0,0.0,0.0,268.99736549475534
163,2022-09-08,272.1034834553782,230.6849121048956,305.35447170592147,272.1034834553782,272.1034834553782,-4.21961118418301,-4.21961118418301,-4.21961118418301,-4.21961118418301,-4.21961118418301,-4.21961118418301,0.0,0.0,0.0,267.8838722711952
164,2022-09-09,271.66892292936967,227.32165180176457,302.0471635386243,271.66892292936967,271.66892292936967,-5.745592871254636,-5.745592871254636,-5.745592871254636,-5.745592871254636,-5.745592871254636,-5.745592871254636,0.0,0.0,0.0,265.923330058115
165,2022-09-12,270.3652413513444,230.29962976481278,304.00708502877615,270.3652413513444,270.3652413513444,-1.3388239440568037,-1.3388239440568037,-1.3388239440568037,-1.3388239440568037,-1.3388239440568037,-1.3388239440568037,0.0,0.0,0.0,269.0264174072876
166,2022-09-13,269.93068082533597,230.00670465477998,301.769080229906,269.93068082533597,269.93068082533597,-4.37308079768734,-4.37308079768734,-4.37308079768734,-4.37308079768734,-4.37308079768734,-4.37308079768734,0.0,0.0,0.0,265.5576000276486
167,2022-09-14,269.4961202993276,229.1819410576255,304.734994604517,269.4961202993276,269.4961202993276,-3.5406784866255645,-3.5406784866255645,-3.5406784866255645,-3.5406784866255645,-3.5406784866255645,-3.5406784866255645,0.0,0.0,0.0,265.955441812702
168,2022-09-15,269.0615597733192,228.38186783212845,296.8049686681644,269.0615597733192,269.0615597733192,-4.219611184185624,-4.219611184185624,-4.219611184185624,-4.219611184185624,-4.219611184185624,-4.219611184185624,0.0,0.0,0.0,264.84194858913355
169,2022-09-16,268.2402668453381,223.31001973771941,299.6277856759721,268.2402668453381,268.2402668453381,-5.74559287125001,-5.74559287125001,-5.74559287125001,-5.74559287125001,-5.74559287125001,-5.74559287125001,0.0,0.0,0.0,262.49467397408813
170,2022-09-19,265.77638806139504,228.08647012729256,300.005290576131,265.77638806139504,265.77638806139504,-1.3388239440243448,-1.3388239440243448,-1.3388239440243448,-1.3388239440243448,-1.3388239440243448,-1.3388239440243448,0.0,0.0,0.0,264.4375641173707
171,2022-09-20,264.95509513341403,221.81852393013438,294.77081683660606,264.95509513341403,264.95509513341403,-4.373080797672432,-4.373080797672432,-4.373080797672432,-4.373080797672432,-4.373080797672432,-4.373080797672432,0.0,0.0,0.0,260.5820143357416
172,2022-09-21,264.133802205433,225.56507173915855,297.2866565278764,264.133802205433,264.133802205433,-3.540678486627237,-3.540678486627237,-3.540678486627237,-3.540678486627237,-3.540678486627237,-3.540678486627237,0.0,0.0,0.0,260.59312371880577
173,2022-09-22,263.31250927745197,220.5858735191135,294.39199040576625,263.31250927745197,263.31250927745197,-4.219611184190763,-4.219611184190763,-4.219611184190763,-4.219611184190763,-4.219611184190763,-4.219611184190763,0.0,0.0,0.0,259.0928980932612
174,2022-09-23,262.4912163494709,219.51425017294878,291.2224525167027,262.4912163494709,262.4912163494709,-5.7455928712426365,-5.7455928712426365,-5.7455928712426365,-5.7455928712426365,-5.7455928712426365,-5.7455928712426365,0.0,0.0,0.0,256.74562347822825
175,2022-09-26,260.02733756552783,222.44549859929467,295.04442064852356,260.02733756552783,260.02733756552783,-1.3388239440348433,-1.3388239440348433,-1.3388239440348433,-1.3388239440348433,-1.3388239440348433,-1.3388239440348433,0.0,0.0,0.0,258.688513621493
176,2022-09-27,259.20604463754677,216.04594420169082,292.7416832367179,259.20604463754677,259.20604463754677,-4.373080797678783,-4.373080797678783,-4.373080797678783,-4.373080797678783,-4.373080797678783,-4.373080797678783,0.0,0.0,0.0,254.83296383986797
177,2022-09-28,258.08219335723703,216.94650262164393,291.49188717598105,258.08219335723703,258.08219335723703,-3.5406784866216094,-3.5406784866216094,-3.5406784866216094,-3.5406784866216094,-3.5406784866216094,-3.5406784866216094,0.0,0.0,0.0,254.54151487061543
178,2022-09-29,256.9583420769272,216.51456639833336,287.7991963311381,256.9583420769272,256.9583420769272,-4.219611184193376,-4.219611184193376,-4.219611184193376,-4.219611184193376,-4.219611184193376,-4.219611184193376,0.0,0.0,0.0,252.7387308927338
179,2022-09-30,255.8344907966174,213.92111458471044,288.9361413273093,255.8344907966174,255.8344907966174,-5.745592871272428,-5.745592871272428,-5.745592871272428,-5.745592871272428,-5.745592871272428,-5.745592871272428,0.0,0.0,0.0,250.08889792534495
180,2022-10-03,252.46293695568795,214.40684881415893,287.0126410476727,252.46293695568795,252.46293695568795,-1.3388239440334877,-1.3388239440334877,-1.3388239440334877,-1.3388239440334877,-1.3388239440334877,-1.3388239440334877,0.0,0.0,0.0,251.12411301165446
181,2022-10-04,251.3390856753782,212.21408402318679,283.06535102072314,251.3390856753782,251.3390856753782,-4.373080797674504,-4.373080797674504,-4.373080797674504,-4.373080797674504,-4.373080797674504,-4.373080797674504,0.0,0.0,0.0,246.96600487770368
182,2022-10-05,250.2152343950684,211.25177119949484,284.4178463667542,250.2152343950684,250.2152343950684,-3.5406784866305254,-3.5406784866305254,-3.5406784866305254,-3.5406784866305254,-3.5406784866305254,-3.5406784866305254,0.0,0.0,0.0,246.67455590843787
183,2022-10-06,249.09138311475863,208.4318631405406,279.59497087957254,249.09138311475863,249.09138311475863,-4.219611184198515,-4.219611184198515,-4.219611184198515,-4.219611184198515,-4.219611184198515,-4.219611184198515,0.0,0.0,0.0,244.8717719305601
184,2022-10-07,247.96753183444886,205.88357856903534,280.3739782580155,247.96753183444886,247.96753183444886,-5.745592871265053,-5.745592871265053,-5.745592871265053,-5.745592871265053,-5.745592871265053,-5.745592871265053,0.0,0.0,0.0,242.22193896318382
185,2022-10-10,244.1410609082044,205.00084285693015,282.0773932280835,244.1410609082044,244.1410609082044,-1.3388239440439855,-1.3388239440439855,-1.3388239440439855,-1.3388239440439855,-1.3388239440439855,-1.3388239440439855,0.0,0.0,0.0,242.80223696416041
186,2022-10-11,242.86557059945628,202.48368258090716,274.9972313959751,242.86557059945628,242.86557059945628,-4.373080797680464,-4.373080797680464,-4.373080797680464,-4.373080797680464,-4.373080797680464,-4.373080797680464,0.0,0.0,0.0,238.4924898017758
